HITId	WorkerId	Input.src	Input.trg	Input.item	hit	sys_id	rid	type	sid	score	time
NA	zhoeng5602	zh	en	ad	NA	online-F.0	NA	SYSTEM	1285	0.390840752845083	11.1440000534
NA	zhoeng5602	zh	en	ad	NA	Unisound.5668	NA	SYSTEM	936	0.390840752845083	11.9520001411
NA	zhoeng5602	zh	en	ad	NA	online-F.0	NA	SYSTEM	3719	-2.06265846677488	14.7160000801
NA	zhoeng5602	zh	en	ad	NA	Li-Muze.5736	NA	SYSTEM	2047	0.0562726774423608	20.128000021
NA	zhoeng5602	zh	en	ad	NA	Unisound.5712	NA	SYSTEM	2107	0.669647482347352	18.381000042
NA	zhoeng5602	zh	en	ad	NA	UCAM.5586	NA	SYSTEM	2082	-0.0552500143585467	7.00599980354
NA	zhoeng5602	zh	en	ad	NA	online-Y.0	NA	REPEAT	587	0.892692865949167	5.132999897
NA	zhoeng5602	zh	en	ad	NA	Unisound.5668	NA	SYSTEM	3517	0.613886136446898	6.82899999619
NA	zhoeng5602	zh	en	ad	NA	Unisound.5668	NA	REPEAT	1326	0.669647482347352	8.89199995995
NA	zhoeng5602	zh	en	ad	NA	online-Y.0	NA	SYSTEM	1619	1.11573824955098	23.3400001526
NA	zhoeng5602	zh	en	ad	NA	online-G.0	NA	SYSTEM	3689	-0.835908856964899	14.7130000591
NA	zhoeng5602	zh	en	ad	NA	online-B.0	NA	SYSTEM	1728	-0.501340781562177	673.171000004
NA	zhoeng5602	zh	en	ad	NA	NiuTrans.5740	NA	SYSTEM	394	-0.0552500143585467	7.257999897
NA	zhoeng5602	zh	en	ad	NA	online-B.0	NA	SYSTEM	3696	-1.05895424056671	9.18099999428
NA	zhoeng5602	zh	en	ad	NA	online-F.0	NA	BAD_REF	1285	-1.22623827826807	8.66400003433
NA	zhoeng5602	zh	en	ad	NA	NiuTrans.5740	NA	SYSTEM	2766	1.05997690365053	10.1840000153
NA	zhoeng5602	zh	en	ad	NA	online-A.0	NA	SYSTEM	3412	0.167795369243268	11.756000042
NA	zhoeng5602	zh	en	ad	NA	online-A.0	NA	SYSTEM	86	-1.11471558646717	12.6519999504
NA	zhoeng5602	zh	en	ad	NA	Unisound.5668	NA	SYSTEM	1656	1.61759036265507	5.04299998283
NA	zhoeng5602	zh	en	ad	NA	Unisound.5712	NA	SYSTEM	1656	1.61759036265507	5.04299998283
NA	zhoeng5602	zh	en	ad	NA	NiuTrans.5740	NA	SYSTEM	1571	0.0562726774423608	13.9230000973
NA	zhoeng5602	zh	en	ad	NA	online-F.0	NA	SYSTEM	1732	-0.947431548765806	14.0299999714
NA	zhoeng5602	zh	en	ad	NA	online-G.0	NA	SYSTEM	448	0.223556715143722	16.3949999809
NA	zhoeng5602	zh	en	ad	NA	online-A.0	NA	SYSTEM	3473	0.781170174148259	11.9049999714
NA	zhoeng5602	zh	en	ad	NA	uedin.5652	NA	SYSTEM	475	0.167795369243268	11.368999958
NA	zhoeng5602	zh	en	ad	NA	UCAM.5586	NA	SYSTEM	3882	-0.835908856964899	12.8480000496
NA	zhoeng5602	zh	en	ad	NA	uedin.5652	NA	SYSTEM	965	1.22726094135189	10.7109999657
NA	zhoeng5602	zh	en	ad	NA	UCAM.5586	NA	BAD_REF	3810	-0.835908856964899	8.40500020981
NA	zhoeng5602	zh	en	ad	NA	online-G.0	NA	BAD_REF	3519	0.446602098745537	9.00499987602
NA	zhoeng5603	zh	en	ad	NA	Tencent-ensemble-system.5742	NA	SYSTEM	1218	0.107397712195647	8.16700005531
NA	zhoeng5603	zh	en	ad	NA	REFERENCE	NA	REF	1321	1.80073949231621	39.1630001068
NA	zhoeng5603	zh	en	ad	NA	NICT.5539	NA	SYSTEM	3191	0.804656092245291	4.90000009537
NA	zhoeng5603	zh	en	ad	NA	online-B.0	NA	SYSTEM	720	-2.18359410796747	6.63700008392
NA	zhoeng5603	zh	en	ad	NA	online-A.0	NA	BAD_REF	2617	-0.44044815784336	12.2990000248
NA	zhoeng5603	zh	en	ad	NA	Li-Muze.5736	NA	SYSTEM	828	-0.888685687875275	20.3639998436
NA	zhoeng5603	zh	en	ad	NA	online-A.0	NA	SYSTEM	239	0.705047752238199	179.539000034
NA	zhoeng5603	zh	en	ad	NA	Tencent-ensemble-system.5742	NA	SYSTEM	3373	0.555635242227561	21.4259998798
NA	zhoeng5603	zh	en	ad	NA	NiuTrans.5740	NA	SYSTEM	2293	1.45211030229139	11.9249999523
NA	zhoeng5603	zh	en	ad	NA	NiuTrans.5740	NA	SYSTEM	1960	-0.44044815784336	3.92899990082
NA	zhoeng5603	zh	en	ad	NA	Li-Muze.5736	NA	SYSTEM	3218	0.655243582234653	7.39599990845
NA	zhoeng5603	zh	en	ad	NA	NICT.5539	NA	SYSTEM	758	0.655243582234653	10.5680000782
NA	zhoeng5603	zh	en	ad	NA	Li-Muze.5736	NA	SYSTEM	1456	1.40230613228784	8.98600006104
NA	zhoeng5603	zh	en	ad	NA	online-Y.0	NA	SYSTEM	180	-0.0918189678185376	3.91899991035
NA	zhoeng5603	zh	en	ad	NA	Unisound.5668	NA	SYSTEM	388	0.555635242227561	6.03699994087
NA	zhoeng5603	zh	en	ad	NA	REFERENCE	NA	REF	2877	1.70113115230912	5.04800009727
NA	zhoeng5603	zh	en	ad	NA	Tencent-ensemble-system.5742	NA	SYSTEM	3682	0.306614392209831	5.03399991989
NA	zhoeng5603	zh	en	ad	NA	NiuTrans.5740	NA	BAD_REF	2293	-0.44044815784336	6.36899995804
NA	zhoeng5603	zh	en	ad	NA	REFERENCE	NA	REF	1847	1.20308945227366	8.45399999619
NA	zhoeng5603	zh	en	ad	NA	online-Y.0	NA	SYSTEM	3099	0.555635242227561	43.1919999123
NA	zhoeng5603	zh	en	ad	NA	Tencent-ensemble-system.5742	NA	BAD_REF	590	-1.18751070789655	12.978000164
NA	zhoeng5603	zh	en	ad	NA	NiuTrans.5740	NA	BAD_REF	3657	-0.44044815784336	11.4440000057
NA	zhoeng5603	zh	en	ad	NA	online-G.0	NA	SYSTEM	3537	-0.340839817836268	4.58599996567
NA	zhoeng5603	zh	en	ad	NA	REFERENCE	NA	REF	1456	0.605439412231107	6.44400000572
NA	zhoeng5601	zh	en	ad	NA	online-F.0	NA	SYSTEM	93	0.442730669735913	19.007999897
NA	zhoeng5601	zh	en	ad	NA	UMD.5681	NA	SYSTEM	3161	0.386531098313844	7.42199993134
NA	zhoeng5601	zh	en	ad	NA	NiuTrans.5740	NA	SYSTEM	313	-1.07465775865993	12.9079999924
NA	zhoeng5601	zh	en	ad	NA	NICT.5539	NA	SYSTEM	1624	0.723728526846254	10.3870000839
NA	zhoeng5601	zh	en	ad	NA	NICT.5539	NA	BAD_REF	1169	-2.64824575847785	10.7999999523
NA	zhoeng5601	zh	en	ad	NA	uedin.5652	NA	SYSTEM	3214	-1.07465775865993	14.3349997997
NA	zhoeng5601	zh	en	ad	NA	online-F.0	NA	SYSTEM	2788	0.330331526891776	11.7249999046
NA	zhoeng5601	zh	en	ad	NA	REFERENCE	NA	REF	2454	1.79152038386555	5.19899988174
NA	zhoeng5601	zh	en	ad	NA	Tencent-ensemble-system.5742	NA	SYSTEM	1660	-2.42344747278957	14.8880000114
NA	zhoeng5601	zh	en	ad	NA	uedin.5652	NA	SYSTEM	492	-0.681260758705454	13.2490000725
NA	zhoeng5601	zh	en	ad	NA	NiuTrans.5740	NA	SYSTEM	1589	-0.962258615815796	13.7179999352
NA	zhoeng5601	zh	en	ad	NA	NiuTrans.5740	NA	SYSTEM	3851	0.161732812625571	21.1679999828
NA	zhoeng5601	zh	en	ad	NA	online-A.0	NA	SYSTEM	2310	-0.00686590164063392	10.2569999695
NA	zhoeng5601	zh	en	ad	NA	UCAM.5586	NA	BAD_REF	535	-1.18705690150407	11.0980000496
NA	zhoeng5601	zh	en	ad	NA	uedin.5652	NA	SYSTEM	2662	0.386531098313844	20.6840000153
NA	zhoeng5601	zh	en	ad	NA	UMD.5681	NA	SYSTEM	3708	-0.512662044439249	21.1770000458
NA	zhoeng5601	zh	en	ad	NA	Tencent-ensemble-system.5742	NA	SYSTEM	240	0.555129812580049	11.9279999733
NA	zhoeng5601	zh	en	ad	NA	NICT.5539	NA	REPEAT	3899	-0.0630654730627023	15.0499999523
NA	zhoeng5601	zh	en	ad	NA	Tencent-ensemble-system.5742	NA	SYSTEM	1287	1.79152038386555	9.90100002289
NA	zhoeng5601	zh	en	ad	NA	Tencent-ensemble-system.5742	NA	SYSTEM	2861	0.836127669690391	20.1840000153
NA	zhoeng5601	zh	en	ad	NA	online-F.0	NA	SYSTEM	3581	-0.119265044484771	39.7410001755
NA	zhoeng5601	zh	en	ad	NA	online-F.0	NA	SYSTEM	724	-0.681260758705454	15.4599997997
NA	zhoeng5601	zh	en	ad	NA	online-A.0	NA	SYSTEM	83	0.330331526891776	18.8580000401
NA	zhoeng5601	zh	en	ad	NA	UCAM.5586	NA	SYSTEM	1386	0.555129812580049	7.31399989128
NA	zhoeng5601	zh	en	ad	NA	NiuTrans.5740	NA	SYSTEM	645	1.1733250982228	26.1000001431
NA	zhoeng5601	zh	en	ad	NA	Tencent-ensemble-system.5742	NA	SYSTEM	645	1.1733250982228	26.1000001431
NA	zhoeng5601	zh	en	ad	NA	Unisound.5668	NA	BAD_REF	3701	-1.01845818723786	18.4389998913
NA	zhoeng5601	zh	en	ad	NA	Unisound.5712	NA	BAD_REF	3701	-1.01845818723786	18.4389998913
NA	zhoeng5602	zh	en	ad	NA	online-F.0	NA	SYSTEM	1196	-0.947431548765806	5.70200014114
NA	zhoeng5602	zh	en	ad	NA	REFERENCE	NA	REF	2720	2.00791978395824	8.80100011826
NA	zhoeng5602	zh	en	ad	NA	uedin.5652	NA	REPEAT	375	-2.22994250447624	6.03699994087
NA	zhoeng5602	zh	en	ad	NA	REFERENCE	NA	REF	1397	1.95215843805779	6.57299995422
NA	zhoeng5602	zh	en	ad	NA	UCAM.5586	NA	SYSTEM	722	-0.111011360259	20.2799999714
NA	zhoeng5602	zh	en	ad	NA	online-F.0	NA	SYSTEM	1854	0.167795369243268	44.9709999561
NA	zhoeng5602	zh	en	ad	NA	NiuTrans.5740	NA	SYSTEM	3124	-2.56451057987896	6.43099999428
NA	zhoeng5602	zh	en	ad	NA	online-F.0	NA	SYSTEM	582	-0.947431548765806	10.135999918
NA	zhoeng5602	zh	en	ad	NA	online-Y.0	NA	SYSTEM	3060	-0.947431548765806	19.8239998817
NA	zhoeng5602	zh	en	ad	NA	Unisound.5712	NA	BAD_REF	3710	1.17149959545144	6.6400001049
NA	zhoeng5602	zh	en	ad	NA	Li-Muze.5736	NA	SYSTEM	117	0.558124790546444	9.82400012016
NA	zhoeng5602	zh	en	ad	NA	online-Y.0	NA	BAD_REF	2605	0.335079406944629	11.6909999847
NA	zhoeng5602	zh	en	ad	NA	UMD.5681	NA	SYSTEM	1177	-1.39352231596944	4.68000006676
NA	zhoeng5602	zh	en	ad	NA	online-Y.0	NA	SYSTEM	1363	0.0562726774423608	18.1940000057
NA	zhoeng5602	zh	en	ad	NA	NICT.5539	NA	SYSTEM	275	0.0562726774423608	3.16300010681
NA	zhoeng5602	zh	en	ad	NA	Unisound.5712	NA	SYSTEM	275	0.0562726774423608	3.16300010681
NA	zhoeng5602	zh	en	ad	NA	NiuTrans.5740	NA	SYSTEM	3392	0.725408828247806	2.59699988365
NA	zhoeng5602	zh	en	ad	NA	Li-Muze.5736	NA	BAD_REF	863	0.613886136446898	2.61299991608
NA	zhoeng5602	zh	en	ad	NA	online-F.0	NA	SYSTEM	2264	-0.891670202865353	5.97600007057
NA	zhoeng5603	zh	en	ad	NA	NiuTrans.5740	NA	SYSTEM	3767	0.0077893721885545	20.0309998989
NA	zhoeng5603	zh	en	ad	NA	online-F.0	NA	SYSTEM	254	-1.33692321790719	6.30099987984
NA	zhoeng5603	zh	en	ad	NA	online-B.0	NA	BAD_REF	1910	0.505831072224015	25.106000185
NA	zhoeng5603	zh	en	ad	NA	NiuTrans.5740	NA	SYSTEM	992	1.75093532231267	5.9960000515
NA	zhoeng5603	zh	en	ad	NA	Tencent-ensemble-system.5742	NA	SYSTEM	2065	-2.08398576796038	27.5460000038
NA	zhoeng5603	zh	en	ad	NA	Unisound.5668	NA	SYSTEM	2065	-2.08398576796038	27.5460000038
NA	zhoeng5603	zh	en	ad	NA	online-G.0	NA	SYSTEM	2065	-2.08398576796038	27.5460000038
NA	zhoeng5603	zh	en	ad	NA	online-Y.0	NA	SYSTEM	2212	1.20308945227366	36.5339999199
NA	zhoeng5603	zh	en	ad	NA	NiuTrans.5740	NA	SYSTEM	2435	0.804656092245291	12.375
NA	zhoeng5603	zh	en	ad	NA	Unisound.5712	NA	SYSTEM	837	1.10348111226657	6.76399993896
NA	zhoeng5603	zh	en	ad	NA	online-G.0	NA	REPEAT	230	-0.390643987839814	20.1849999428
NA	zhoeng5603	zh	en	ad	NA	Unisound.5712	NA	SYSTEM	3368	0.107397712195647	83.7799999714
NA	zhoeng5603	zh	en	ad	NA	online-B.0	NA	SYSTEM	798	-1.38672738791074	16.4930000305
NA	zhoeng5603	zh	en	ad	NA	REFERENCE	NA	REF	847	1.65132698230557	6.94599986076
NA	zhoeng5603	zh	en	ad	NA	NICT.5539	NA	BAD_REF	1424	-1.18751070789655	11.6020002365
NA	zhoeng5603	zh	en	ad	NA	NiuTrans.5740	NA	SYSTEM	2837	-1.58594406792492	31.3099999428
NA	zhoeng5603	zh	en	ad	NA	online-F.0	NA	SYSTEM	419	-1.83496491794265	84.8370001316
NA	zhoeng5603	zh	en	ad	NA	NICT.5539	NA	SYSTEM	2303	-0.68946900786109	39.3919999599
NA	zhoeng5603	zh	en	ad	NA	NiuTrans.5740	NA	SYSTEM	1660	-1.68555240793201	29.1930000782
NA	zhoeng5603	zh	en	ad	NA	REFERENCE	NA	REF	3870	1.80073949231621	8.81900000572
NA	zhoeng5603	zh	en	ad	NA	online-Y.0	NA	SYSTEM	413	0.0575935421921006	48.6540000439
NA	zhoeng5603	zh	en	ad	NA	uedin.5652	NA	BAD_REF	2205	-1.03809819788591	7.98200011253
NA	zhoeng5603	zh	en	ad	NA	online-A.0	NA	SYSTEM	1755	0.705047752238199	7.74800014496
NA	zhoeng5603	zh	en	ad	NA	online-B.0	NA	SYSTEM	142	0.0077893721885545	56.8629999161
NA	zhoeng5601	zh	en	ad	NA	UCAM.5586	NA	SYSTEM	1448	0.611329384002118	20.5769999027
NA	zhoeng5601	zh	en	ad	NA	NICT.5539	NA	SYSTEM	650	-0.793659901549591	45.5810000896
NA	zhoeng5601	zh	en	ad	NA	Unisound.5668	NA	SYSTEM	2272	-0.400262901595112	10.3440001011
NA	zhoeng5601	zh	en	ad	NA	Unisound.5712	NA	SYSTEM	2272	-0.400262901595112	10.3440001011
NA	zhoeng5601	zh	en	ad	NA	REFERENCE	NA	REF	3871	1.79152038386555	11.2570002079
NA	zhoeng5601	zh	en	ad	NA	online-G.0	NA	SYSTEM	2498	0.442730669735913	46.6549999714
NA	zhoeng5601	zh	en	ad	NA	online-G.0	NA	SYSTEM	1458	-0.456462473017181	57.0999999046
NA	zhoeng5601	zh	en	ad	NA	online-A.0	NA	SYSTEM	3763	0.161732812625571	36.4250001907
NA	zhoeng5601	zh	en	ad	NA	online-Y.0	NA	SYSTEM	1185	1.1733250982228	11.864000082
NA	zhoeng5601	zh	en	ad	NA	online-Y.0	NA	SYSTEM	3839	-0.737460330127522	66.8200001717
NA	zhoeng5601	zh	en	ad	NA	Tencent-ensemble-system.5742	NA	SYSTEM	3098	0.0493336697814344	219.065999985
NA	zhoeng5601	zh	en	ad	NA	NICT.5539	NA	SYSTEM	2229	-0.793659901549591	35.7030000687
NA	zhoeng5601	zh	en	ad	NA	NICT.5539	NA	SYSTEM	566	-0.456462473017181	22.2939999104
NA	zhoeng5601	zh	en	ad	NA	online-F.0	NA	SYSTEM	1757	0.779928098268323	29.4040000439
NA	zhoeng5601	zh	en	ad	NA	online-F.0	NA	SYSTEM	2875	-0.119265044484771	22.7890000343
NA	zhoeng5601	zh	en	ad	NA	UCAM.5586	NA	SYSTEM	3443	1.06092595537866	81.6909999847
NA	zhoeng5601	zh	en	ad	NA	NICT.5539	NA	BAD_REF	650	-0.625061187283386	24.6390001774
NA	zhoeng5601	zh	en	ad	NA	Tencent-ensemble-system.5742	NA	SYSTEM	2868	0.948526812534528	13.9400000572
NA	zhoeng5601	zh	en	ad	NA	Unisound.5712	NA	SYSTEM	2868	0.948526812534528	13.9400000572
NA	zhoeng5601	zh	en	ad	NA	NICT.5539	NA	SYSTEM	2621	1.06092595537866	19.9279999733
NA	zhoeng5601	zh	en	ad	NA	online-G.0	NA	SYSTEM	2709	1.0047263839566	15.4489998817
NA	zhoeng5601	zh	en	ad	NA	online-A.0	NA	SYSTEM	3562	1.06092595537866	36.4149999619
NA	zhoeng5601	zh	en	ad	NA	NICT.5539	NA	BAD_REF	3001	0.892327241112459	15.1649999619
NA	zhoeng5601	zh	en	ad	NA	UMD.5681	NA	SYSTEM	1494	0.611329384002118	94.9649999142
NA	zhoeng5601	zh	en	ad	NA	UMD.5681	NA	SYSTEM	2621	1.11712552680073	25.1010000706
NA	zhoeng5602	zh	en	ad	NA	Unisound.5668	NA	SYSTEM	2391	-1.05895424056671	4.66799998283
NA	zhoeng5602	zh	en	ad	NA	online-Y.0	NA	SYSTEM	1914	0.112034023342814	10.3209998608
NA	zhoeng5602	zh	en	ad	NA	Tencent-ensemble-system.5742	NA	SYSTEM	2626	-0.668624819263538	11.0690000057
NA	zhoeng5602	zh	en	ad	NA	online-A.0	NA	SYSTEM	2801	-1.78385173727261	6.39299988747
NA	zhoeng5602	zh	en	ad	NA	NiuTrans.5740	NA	BAD_REF	1571	-0.947431548765806	14.4800000191
NA	zhoeng5602	zh	en	ad	NA	Unisound.5668	NA	BAD_REF	1190	0.725408828247806	5.31200003624
NA	zhoeng5602	zh	en	ad	NA	Unisound.5712	NA	BAD_REF	1190	0.725408828247806	5.31200003624
NA	zhoeng5602	zh	en	ad	NA	online-A.0	NA	SYSTEM	2954	-1.11471558646717	6.38700008392
NA	zhoeng5602	zh	en	ad	NA	REFERENCE	NA	REF	1927	1.61759036265507	9.52600002289
NA	zhoeng5602	zh	en	ad	NA	Unisound.5712	NA	SYSTEM	2022	-1.17047693236762	7.39199995995
NA	zhoeng5602	zh	en	ad	NA	Tencent-ensemble-system.5742	NA	SYSTEM	967	1.00421555775007	9.87199997902
NA	zhoeng5602	zh	en	ad	NA	UCAM.5586	NA	SYSTEM	967	1.00421555775007	9.87199997902
NA	zhoeng5602	zh	en	ad	NA	Unisound.5668	NA	SYSTEM	967	1.00421555775007	9.87199997902
NA	zhoeng5602	zh	en	ad	NA	online-G.0	NA	SYSTEM	714	0.112034023342814	10.3120000362
NA	zhoeng5602	zh	en	ad	NA	NiuTrans.5740	NA	SYSTEM	324	0.781170174148259	9.86599993706
NA	zhoeng5602	zh	en	ad	NA	REFERENCE	NA	REF	2711	2.00791978395824	13.6139998436
NA	zhoeng5602	zh	en	ad	NA	online-A.0	NA	REPEAT	2801	-1.78385173727261	83.1929998398
NA	zhoeng5602	zh	en	ad	NA	online-A.0	NA	SYSTEM	2114	-0.222534052059908	6.21499991417
NA	zhoeng5602	zh	en	ad	NA	Tencent-ensemble-system.5742	NA	BAD_REF	1271	-2.78755596348078	10.7550001144
NA	zhoeng5602	zh	en	ad	NA	online-Y.0	NA	SYSTEM	587	0.892692865949167	11.0729999542
NA	zhoeng5602	zh	en	ad	NA	NiuTrans.5740	NA	SYSTEM	1105	1.17149959545144	34.8789999485
NA	zhoeng5602	zh	en	ad	NA	online-G.0	NA	SYSTEM	279	-0.612863473363084	6.14199995995
NA	zhoeng5602	zh	en	ad	NA	online-F.0	NA	SYSTEM	1394	-0.166772706159454	14.8310000896
NA	zhoeng5603	zh	en	ad	NA	UMD.5681	NA	BAD_REF	73	-2.88085248801712	8.98099994659
NA	zhoeng5603	zh	en	ad	NA	UCAM.5586	NA	BAD_REF	567	-0.490252327846906	7.2349998951
NA	zhoeng5603	zh	en	ad	NA	online-F.0	NA	SYSTEM	1882	-0.639664837857544	19.1199998856
NA	zhoeng5603	zh	en	ad	NA	uedin.5652	NA	SYSTEM	203	0.356418562213377	12.3179998398
NA	zhoeng5603	zh	en	ad	NA	NICT.5539	NA	SYSTEM	3106	-0.938489857878821	6.09600019455
NA	zhoeng5603	zh	en	ad	NA	online-G.0	NA	SYSTEM	1183	0.505831072224015	29.8080000877
NA	zhoeng5603	zh	en	ad	NA	NiuTrans.5740	NA	SYSTEM	3272	0.754851922241745	8.97800016403
NA	zhoeng5603	zh	en	ad	NA	NiuTrans.5740	NA	SYSTEM	1340	0.655243582234653	15.0499999523
NA	zhoeng5603	zh	en	ad	NA	Tencent-ensemble-system.5742	NA	REPEAT	3682	-0.340839817836268	27.7159998417
NA	zhoeng5603	zh	en	ad	NA	UMD.5681	NA	SYSTEM	3490	-0.490252327846906	17.3809998035
NA	zhoeng5603	zh	en	ad	NA	NICT.5539	NA	SYSTEM	3189	0.356418562213377	21.1889998913
NA	zhoeng5603	zh	en	ad	NA	Tencent-ensemble-system.5742	NA	SYSTEM	2514	0.854460262248837	7.20700001717
NA	zhoeng5603	zh	en	ad	NA	Tencent-ensemble-system.5742	NA	SYSTEM	590	-0.888685687875275	5.96399998665
NA	zhoeng5603	zh	en	ad	NA	NICT.5539	NA	SYSTEM	105	-0.340839817836268	9.3140001297
NA	zhoeng5603	zh	en	ad	NA	Unisound.5668	NA	SYSTEM	105	-0.340839817836268	9.3140001297
NA	zhoeng5603	zh	en	ad	NA	Li-Muze.5736	NA	SYSTEM	618	0.505831072224015	6.36199998856
NA	zhoeng5603	zh	en	ad	NA	UCAM.5586	NA	SYSTEM	567	0.306614392209831	19.7580001354
NA	zhoeng5603	zh	en	ad	NA	uedin.5652	NA	SYSTEM	2226	0.555635242227561	10.5509998798
NA	zhoeng5603	zh	en	ad	NA	online-F.0	NA	SYSTEM	1321	-1.08790236788946	4.90000009537
NA	zhoeng5603	zh	en	ad	NA	NiuTrans.5740	NA	SYSTEM	2454	0.256810222206285	18.9549999237
NA	zhoeng5603	zh	en	ad	NA	online-A.0	NA	SYSTEM	2714	-1.18751070789655	9.93700003624
NA	zhoeng5603	zh	en	ad	NA	online-A.0	NA	SYSTEM	2617	-0.789077347868182	3.77300000191
NA	zhoeng5603	zh	en	ad	NA	Li-Muze.5736	NA	BAD_REF	828	-1.03809819788591	20.0630002022
NA	zhoeng5603	zh	en	ad	NA	Li-Muze.5736	NA	SYSTEM	1275	-0.739273177864636	5.02899980545
NA	zhoeng5603	zh	en	ad	NA	uedin.5652	NA	SYSTEM	1661	1.50191447229494	4.96000003815
NA	zhoeng5603	zh	en	ad	NA	online-B.0	NA	SYSTEM	3616	0.0077893721885545	4.73100018501
NA	zhoeng5601	zh	en	ad	NA	NiuTrans.5740	NA	BAD_REF	878	-1.58045390145855	12.9229998589
NA	zhoeng5601	zh	en	ad	NA	UCAM.5586	NA	SYSTEM	535	-1.24325647292614	11.111000061
NA	zhoeng5601	zh	en	ad	NA	UMD.5681	NA	SYSTEM	2103	-1.29945604434821	31.1789999008
NA	zhoeng5601	zh	en	ad	NA	NICT.5539	NA	SYSTEM	338	1.22952466964487	10.5360000134
NA	zhoeng5601	zh	en	ad	NA	uedin.5652	NA	SYSTEM	1434	-0.175464615906839	26.4449999332
NA	zhoeng5601	zh	en	ad	NA	Tencent-ensemble-system.5742	NA	SYSTEM	43	0.0493336697814344	12.7039999962
NA	zhoeng5601	zh	en	ad	NA	online-G.0	NA	REPEAT	1802	0.105533241203503	13.6380000114
NA	zhoeng5601	zh	en	ad	NA	NiuTrans.5740	NA	SYSTEM	1702	0.498930241157981	7.52999997139
NA	zhoeng5601	zh	en	ad	NA	Tencent-ensemble-system.5742	NA	SYSTEM	1702	0.498930241157981	7.52999997139
NA	zhoeng5601	zh	en	ad	NA	UCAM.5586	NA	SYSTEM	1702	0.498930241157981	7.52999997139
NA	zhoeng5601	zh	en	ad	NA	UMD.5681	NA	SYSTEM	1702	0.498930241157981	7.52999997139
NA	zhoeng5601	zh	en	ad	NA	uedin.5652	NA	SYSTEM	1702	0.498930241157981	7.52999997139
NA	zhoeng5601	zh	en	ad	NA	online-G.0	NA	SYSTEM	200	-0.00686590164063392	10.7880001068
